cve_id,AV_response,AC_response,PR_response,UI_response,S_response,C_response,I_response,A_response
CVE-2025-30799,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30800,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30801,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30802,AV:N,AC:H,PR:H,UI:N,S:C,C:H,I:H,A:H
CVE-2025-30803,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30804,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30805,AV:N,AC:L,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30806,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30807,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30808,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30809,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30810,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30811,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30812,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30813,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30814,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30815,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30816,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:L,A:H
CVE-2025-30817,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30818,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30819,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3082,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30820,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30821,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30822,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30823,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30824,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30825,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30826,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30827,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30828,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30829,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3083,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30830,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30831,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30832,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30833,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:L
CVE-2025-30834,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30835,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30836,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30837,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30838,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30839,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3084,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:L
CVE-2025-30840,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30841,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30842,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30843,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30844,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30845,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30846,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30847,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30848,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30849,AV:L,AC:L,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3085,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30850,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30851,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30852,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30853,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30854,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30855,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30856,AV:N,AC:L,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30857,AV:N,AC:H ,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30858,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30859,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30860,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30861,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30862,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30863,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30864,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30865,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30866,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30867,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30868,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30869,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30870,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30871,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30872,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:L,A:H
CVE-2025-30873,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30874,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30876,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30877,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30878,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30879,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30880,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30881,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30882,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30883,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30884,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30885,AV:N,AC:L,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30886,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30887,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30888,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30889,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30890,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30891,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30892,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30893,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30894,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30895,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30896,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30897,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30898,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30899,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30900,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30901,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30902,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30903,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30904,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30905,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30906,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30907,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30908,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30909,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30910,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30911,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30912,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-30913,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30914,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30915,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30916,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30917,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30918,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30919,AV:N,AC:H,PR:H,UI:N,S:C,C:H,I:H,A:H
CVE-2025-30920,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30921,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30922,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30923,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30924,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30925,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30926,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30961,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30963,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3097,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30971,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3098,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-30987,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3099,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31001,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31010,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31016,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31024,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31031,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31043,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3105,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31073,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31074,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31075,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31076,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31077,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31078,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31079,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31080,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31081,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31082,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31083,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31084,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31085,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31086,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31087,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31088,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31089,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31090,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31091,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31092,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31093,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31094,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31095,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31096,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31097,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31098,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31099,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31101,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31102,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31116,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31119,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31123,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31124,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31125,AV:N,AC:L,PR:L,UI:R,S:C,C:H,I:L,A:H
CVE-2025-31126,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31127,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31129,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31130,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31131,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31132,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31135,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31139,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31140,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31141,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31160,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31161,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31162,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31163,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31164,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31176,AV:N,AC:L,PR:H,UI:N,S:C,C:H,I:H,A:H
CVE-2025-31178,AV:N,AC:H,PR:H,UI:N,S:C,C:H,I:H,A:H
CVE-2025-31179,AV:N,AC:H,PR:H,UI:N,S:C,C:H,I:H,A:H
CVE-2025-31180,AV:N,AC:H,PR:H,UI:N,S:C,C:H,I:H,A:H
CVE-2025-31181,AV:N,AC:L,PR:H,UI:N,S:C,C:H,I:H,A:H
CVE-2025-31282,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31283,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31284,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31285,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31286,AV:N,AC:H,PR:H,UI:N,S:U,C:H,I:H,A:H
CVE-2025-31335,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31376,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31381,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31384,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31386,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31387,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31389,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31403,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31405,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31406,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31407,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31408,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31409,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31410,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31412,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31414,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31415,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31416,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31417,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31418,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31419,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31420,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31421,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31431,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31432,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31433,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31434,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31435,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31436,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31437,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31438,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31439,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31440,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31441,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31442,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31443,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31444,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31445,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31446,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31447,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:L,A:H
CVE-2025-31448,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31449,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31450,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31451,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31452,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31453,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31454,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31455,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31456,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31457,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31458,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31459,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31460,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31461,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31462,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31463,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31464,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31465,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31466,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31467,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31468,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31469,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31470,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31471,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31472,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31473,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31474,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31479,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31480,AV:L,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31481,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31485,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31486,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31487,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31525,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31526,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31527,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31528,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31529,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31530,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31531,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31532,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31533,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31534,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31535,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:H,A:H
CVE-2025-31536,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31537,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31538,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31539,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31540,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31541,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31542,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31543,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31544,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31545,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31546,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31547,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-31548,AV:N,AC:H,PR:H,UI:R,S:U,C:H,I:L,A:H
CVE-2025-31549,AV:N,AC:L,PR:H,UI:R,S:C,C:H,I:H,A:H
CVE-2025-3155,AV:N,AC:H,PR:H,UI:R,S:C,C:H,I:H,A:H
