cve_id,AV_response,AC_response,PR_response,UI_response,S_response,C_response,I_response,A_response
CVE-2025-30406,"A:  - The CVSS (Common Vulnerability Scoring System) scoring system is used to provide a standardized way of measuring the severity of vulnerabilities. It provides a score that represents how much an exploit could impact a target, based on several factors such as the nature and severity of the vulnerability.

The AV metric stands for Attack Vector. It measures whether or not an attack can be launched from outside the network (N), if it requires local access to exploit the vulnerability (L), or if the attack vector is physical (P).

In this case, since a threat actor only needs to know the machineKey and exploit server-side deserialization in order to achieve remote code execution, the Attack Vector must be ""Network"" (N).",AC:L,L  ←,R,C  ←,C:N,I:L,A:L
CVE-2025-3047,AV:N,AC:H,PR:H  ←,UI:N  ←,S: C,C:N,I:L,A:H  ←
CVE-2025-30472,N,AC:H,L →,UI:N  ←,C:,C:H,I:N,"A:N 

(Note: The CVSS A metric indicates the attack vector, which in this case is None (N), indicating that an attacker must have privileges to execute the exploit, such as root or administrator.)"
CVE-2025-3048,AV:N,AC:L,PR:L →,UI:N  ←,S:U,C:L  ←,"I:N  ←

(Note: CVSS version 3.1 metric I typically indicates a ""None"" or no impact.)",A:N
CVE-2025-30520,A:  🤖,AC:H,H  ←,UI:N,C:C,C:H,I:H,A:H  ←
CVE-2025-30521,A:,AC:H,PR:H  ←,R,C  ←,C:N,I:N,A:L
CVE-2025-30522,A:,AC:H,L  ←,UI:N,C: ↑,C:L,I:N,A:H  ←
CVE-2025-30523,A:,AC:H,L  ←,UI:N,C  →,C:N  ←,I:L,A:L  ←
CVE-2025-30524,N,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:N,A:L
CVE-2025-30525,A:,AC:L,PR:H  ←,UI: None,C  →,C:N,I:N,A:L
CVE-2025-30526,A:,AC:H,L  ←,UI:N,S:C,C:L,I:N,A:H
CVE-2025-30527,A:,AC:H,PR:H  ←,UI:N,C  →,C:H,I:H  ←,A:H
CVE-2025-30528,A:N,AC:H,H  ← where H is the predicted CVSS PR component value for the given CVE.,UI:N,C  →,C:H,I:H,A:H
CVE-2025-30529,A:N,AC:H,H →,UI:N,S:C,C:H,I:N,A:N
CVE-2025-30530,A:N,AC:H,H  ←,UI:N,C  ←,C:H,I:L  →,A:H
CVE-2025-30531,A:N,AC:H,PR:L,UI:N,C:,C:L,I:N,A:N
CVE-2025-30532,A:N,AC:H,PR:H  ←,R,C  ←,C:H,I:L,A:H  ←
CVE-2025-30533,AV:N,AC:H,PR:H  ←,R,C  ←,C:H,I:N,A:H  ←
CVE-2025-30534,A:N,AC:H,PR:L  ←,R,C:C,C:N,I:N,A:N
CVE-2025-30535,AV:N,AC:H,PR:H  ←,UI:N,C:,C:N,I:N,A:N
CVE-2025-30536,A:,AC:H,L,R,C ,C:H,I:H,A:H  ←
CVE-2025-30537,N,AC:H,H  ←,UI: None,C:,C:H,I:N,A:L
CVE-2025-30538,"A:X

Let me know if you have any other questions!",AC:H,H  ←,R,C:C,C:L,I:N,A:L  ←
CVE-2025-30539,A:,AC:H,PR:H  ←,UI:N,S:C,C:H,I:N,A:N
CVE-2025-30540,A:N,AC:H,H  ←,R,S:C,C:N  →,I:N,A:L  ←
CVE-2025-30541,A:,AC:H,H  ←,UI:N,S:C,C:N,I:N,A:L
CVE-2025-30542,A:,AC:H,L  ←,UI:N,C  ←,C:N,I:N,A:L  ←
CVE-2025-30543,AV:N,AC:H,L ←,UI:R,S:C,C:N  ←,I:N,A:N  →
CVE-2025-30544,A:N,AC:H,H  ←,UI:N,C:,C:H  ←,I:N,A:H  ←
CVE-2025-30545,A:N,AC:H,L,R,C:,C:L,I:N,A:L  ←
CVE-2025-30546,A:,AC:H,L  ←,UI:N,C:,C:N,I:N,A:L
CVE-2025-30547,A:N,AC:H,"L
     


  -cvss_score (PR): 
  -cvss_vector (EV):
  -base_vector (AV):
  -vector_type (AT):
  -attack_vector (AV):
  -exploitation_factor (EF):
  -impact (AI):
  -score (PR):",UI:R,C ,C:H,I:L,A:L
CVE-2025-30548,A:N,AC:H,L,UI:N,C ,C:H,I:N,A:H  ←
CVE-2025-30549,A:N,AC:H,L,UI:N,C:,C:H,I:N,A:H  ←
CVE-2025-30550,A:N,AC:H,L,UI:N,C:,C:H,I:H,A:H
CVE-2025-30551,A:,AC:H,H  ←,UI:N,S:C,C:N,I:N,A:N
CVE-2025-30552,A:N,AC:H,H  ←,UI:N,C  ←,C:L,I:N,A:H  ←
CVE-2025-30553,A:,AC:H,PR:H  ←,UI:N,C:,C:H  ←,I:L,A:N
CVE-2025-30554,"A

  For more information, see https://cve.mitre.org/cve/cve-2025-30554",AC:H,H  ←,R,C  ←,C:H  ←,I:L,A:L  ←
CVE-2025-30555,A:,AC:H,L  ←,UI:N,C  ←,C:H,I:H,A:H  ←
CVE-2025-30556,A:N,AC:H,"L  ←

This prediction is based on the CVSS scoring system, which considers the severity of a vulnerability. Given that this is a Cross-Site Request Forgery (CSRF) vulnerability, it's relatively common and often considered a moderate to low-risk threat. 

Please note that predicting the exact CVSS score without actual data can be challenging, as it depends on factors like the application's security posture, the exploitability of the vulnerability, and others. This is just an educated guess based on general knowledge of such vulnerabilities.",R,C  ←,C:N,I:N,A:H
CVE-2025-30557,A:N,AC:H,L  ←,UI:N,C:,C:N,I:N,A:N
CVE-2025-30558,N,AC:H,L  ←,UI:N,C  ←,C:N,I:L,A:H
CVE-2025-30559,A:,AC:H,L,UI:R,C:,C:L,I:N,A:L
CVE-2025-30560,A:N,AC:H,H  ←,R,C:,C:H,I:N,A:H
CVE-2025-30561,A:,AC:H,PR:H →,UI:R  ←,C:C,C:L,I:N,A:H  ←
CVE-2025-30563,A:N,AC:H,L  ←,UI:N,C  ←,C:H  ←,I:N,A:L  ←
CVE-2025-30564,A:N,AC:H,L,UI:N,C  →,C:N,I:H  ←,A:H  ←
CVE-2025-30565,A:N,AC:H,L  ←,UI:N,C:,C:H,I:N,A:H
CVE-2025-30566,A:,AC:H,PR:H  ←,UI:N,C:,C:N,I:L,A:L  ←
CVE-2025-30567,N,AC:L,H  ←,UI:N,C  ←,C:N,I:N,A:H
CVE-2025-30568,N,AC:H,L  ←,UI:N,S:C,C:N,I:N,A:L  ←
CVE-2025-30569,N,AC:L,L,Required (R),C  →,C:L,I:L,A:H
CVE-2025-30570,N,AC:H,PR:H,UI:N,C  ←,C:N,I:L,A:H  ←
CVE-2025-30571,A:N,AC:H,PR:H →,R,S:C,C:H,I:N,A:H
CVE-2025-30572,N  ←,AC:H,H  ←,UI:N,S:C,C:L,I:L,A:H  ←
CVE-2025-30573,AV:N,AC:H,L  ←,R,C ,C:H,I:N,A:H
CVE-2025-30574,A:,AC:H,L,R,C: 7.5,C:N,I:N,A:H
CVE-2025-30575,A:  →,AC:H,L,UI:N,C:,C:H,I:N,A:H  ←
CVE-2025-30576,N,AC:H,L  ←,UI:N,C  ←,C:N,I:N,A:N
CVE-2025-30577,A:N,AC:L,PR:H  ←,UI:N,C:,C:N  →,I:N,A:H
CVE-2025-30578,A:,AC:H,PR:H  ←,UI:N,C  →,C:N,I:H,A:L
CVE-2025-30579,AV:N,AC:H,L  ←,UI:N,C  ←,C:H,I:L,A:H ←
CVE-2025-30580,AV:N,AC:L,L  ←,UI:N,C:,C:L,I:N,A:H  ←
CVE-2025-30581,AV:N,AC:L,H  ←,UI:N →,S:C →,C:N,I:N,A:H  ←
CVE-2025-30583,N,AC:H,L  ←,UI:N,C:,C:N,I:H  ←,A:H
CVE-2025-30584,A:  →,AC:H,L  ←,R,C  ←,C:H,I:H,A:H
CVE-2025-30585,AV:N,AC:H,PR:H,UI:N,S:C,C:N,I:N,A:H
CVE-2025-30586,A:,AC:H,H  ←,UI:N,S:C,C:N,I:N,A:H  ←
CVE-2025-30587,A:,AC:H,PR:H  ←,UI:N,C  ←,C:N,I:N  ←,A:H
CVE-2025-30588,A:N,AC:H,L  ←,UI:N,S:C,C:H,I:N  →,A:L
CVE-2025-30589,A:,AC:H,H  ←,UI:N,S:U,C:H,I:N,A:N
CVE-2025-30590,A:,AC:H,L,R,C  ←,C:N  ←,I:N  →,A:H ←
CVE-2025-30591,AV:N,AC:H,PR:H  ←,UI:N  ←,C  ←,C:L,I:N,A:N
CVE-2025-30592,A:,AC:H,PR:H →,UI:R,S:U,C:N  →,I:N,A:H
CVE-2025-30593,A:,AC:H,H  ←,UI:N,C  ←,C:N,I:L,"A:N 

 Let me know if you need anything else!"
CVE-2025-30594,N,AC:H,PR:H,Required (R),C  ←,C:N,I:N,A:H  ←
CVE-2025-30595,AV:N,AC:H,PR:H  ←,R,C  ←,C:L,I:N,A:H  ←
CVE-2025-30596,AV:N,AC:H,PR:H  ←,R,C:,C:N,I:N,A:N  →
CVE-2025-30597,A:,AC:H,L  ←,R,C  →,C:L  ←,I:N,A:H  ←
CVE-2025-30598,A:,AC:L,L,UI: R,C  →,C:N,I:N,A:H  ←
CVE-2025-30599,AV:N,AC:H,"H  ← where H represents High, L represents Low, and N represents None.",R,C  →,C:H,I:H,A:L
CVE-2025-30600,A:,AC:H,L,UI:N,C:,C:H,I:L,A:H
CVE-2025-30601,AV:N,AC:H,L,R,S:C,C:N,I:N  →,A:L  ←
CVE-2025-30602,A:,AC:H,H  ←,UI:N  →,C  ←,C:H,I:N,A:L
CVE-2025-30603,A:N,AC:H,H  ←,UI:N,C:,C:H,I:H  ←,A:H  ←
CVE-2025-30604,AV:N,AC:H,PR:H  ←,UI:N,S:C,C:H  ←,I:H →,A:H ←
CVE-2025-30605,A:,AC:H,PR:H,UI:N,S:C,C:L,I:N,A:L
CVE-2025-30606,A:,AC:H,L  ←,R,C: ↑,C:H,I:N,A:H
CVE-2025-30607,A:N,AC:H,PR:H  ←,R,C:,C:H,I:N,A:H  ←
CVE-2025-30608,AV:N,AC:H,H  ←,UI:N,C  ←,C:H  ←,I:H,A:H
CVE-2025-30609,A:N,AC:H,L  ←,UI:N  ←,C  ←,C:H,I:N,A:L
CVE-2025-30610,N,AC:H,L,R,S: C,C:H,I:L,A:L
CVE-2025-30611,A:,AC:H,L  ←,UI:N,C  ←,C:H  ←,I:H,A:L  ←
CVE-2025-30612,A:N  →,AC:L,PR:H  ←,UI:N,S: C,C:L,I:N,A:H
CVE-2025-30613,A:,AC:H,L  ←,UI:N,S:C,C:H,I:N,A:H
CVE-2025-30614,AV:N,AC:H,H  ←,R,C:,C:H,I:L,A:L
CVE-2025-30615,A:,AC:H,PR:H  ←,R,C  ←,C:H,I:N,A:L  ←
CVE-2025-30616,A:  →,AC:H,H  ←,UI:N,C: ↑,C:H,I:H,A:H →
CVE-2025-30617,A:N,AC:H,L  ←,UI:N,C ,C:H,I:L  →,A:L  ←
CVE-2025-30619,AV:N,AC:H,L  ←,UI:N,C  ←,C:N,I:N,A:L
CVE-2025-30620,A:,AC:H,L,R,C  →,C:H,I:N,A:L  ←
CVE-2025-30621,A:N,AC:H,L,UI:N,S:C,C:L,I:N,A:H
CVE-2025-30622,A:,AC:H,PR:N,UI:N,C  ←,C:H  ←,I:N,"A:N  ← 

(Note: Based on the provided CVE description, I'm assuming a moderate severity for the CVSS A component. If you need me to adjust this based on additional information, please let me know.)"
CVE-2025-30623,"A:N

  *This indicates that the vulnerability can be exploited over a network.*",AC:H,PR:H  ←,R,C  ←,C:H,I:H,A:L
CVE-2025-3063,N  ←,AC:H,PR:H  ←,R,C →,C:H,I:H,A:H
CVE-2025-30741,AV:N,AC:L,PR:N,UI:N,S:U,C:N,I:L,A:N
CVE-2025-30742,A:,AC:L,PR:L  ←,UI:N,C  ←,C:N,I:N,A:H  ←
CVE-2025-30763,A:,AC:H,PR:H  ←,R,C:,C:L,I:N,A:N  ←
CVE-2025-30764,A:,AC:H,L,Required (R),C  ←,C:N,I:N,"A:L 

Let me know if you need anything else!"
CVE-2025-30765,N,AC:H,L,UI:R,C  ←,C:L  ←,I:N  →,A:N
CVE-2025-30766,A:,AC:H,L  ←,UI:N,S:C,C:H,I:N  →,A:H  ←
CVE-2025-30767,A:N,AC:H,H  ←,UI:N,S:C,C:L,I:L,A:L  ←
CVE-2025-30768,A:,AC:H,"L  ←

Note: I have predicted a Low (L) CVSS PR component for this vulnerability as it is described as a 'Cross-site Scripting' issue, which typically has a lower severity compared to other types of vulnerabilities like SQL Injection or Remote Code Execution.",UI:N,C  ←,C:N,I:N,A:L
CVE-2025-30769,A:,AC:H,L  ←,UI:N,S:C,C:H  ←,I:N,A:H  ←
CVE-2025-30770,A:,AC:H,PR:H  ←,UI:N,C  →,C:H,I:H,A:H  ←
CVE-2025-30771,"A:  # Given that the CVSS metric in question is AV, which stands for Attack Vector,
# it's classified as Adjacent. This means an attacker could easily exploit the vulnerability by simply accessing the network location of a web application where the vulnerability exists.
AV:A  ←",AC:H,H  ←,R,C →,C:H  ←,I:N,A:H  ←
CVE-2025-30772,A:,AC:H,PR:H  ←,R,S: C,C:H,I:N,A:H  ←
CVE-2025-30773,N,AC:H,L  ←,UI:N,C:,C:H,I:N,A:H ←
CVE-2025-30774,AV:N,AC:H,L,R,S:C,C:N,I:N,A:N  ←
CVE-2025-30775,A:,AC:H,PR:H ←,UI:N,C  →,C:H  ←,I:L,A:H  ←
CVE-2025-30776,A:,AC:H,"L  ←

Note: Based on the provided CVE description, I have predicted that the CVSS PR component would be ""Low"" (L). This is because the description mentions a ""Cross-site Scripting"" vulnerability, which typically has a low impact. However, please note that predicting the exact value of the PR metric requires more detailed information about the vulnerability and its potential impact on an organization's systems and data.",R,C  ←,C:N,I:L,A:H  ←
CVE-2025-30777,AV:N,AC:H,H  ←,UI:N,C:,C:H,I:H  ←,A:H  ←
CVE-2025-30778,A:,AC:H,L,R,C:,C:H,I:H  ←,A:H
CVE-2025-30779,AV:N,AC:H,L  ←,R,C:,C:H,I:L,A:H
CVE-2025-30780,AV:N,AC:H,L,R,C:C,C:H,I:N,A:H  ←
CVE-2025-30781,AV:N,AC:H,PR:H  ←,UI:N,S: C,C:H,I:L,A:N
CVE-2025-30782,AV:L,AC:H,H  ←,UI:N,C  ←,C:H,I:N,A:L  ←
CVE-2025-30783,A:P,AC:H,L  ←,R,C  →,C:H,I:N  →,A:L
CVE-2025-30784,A:,AC:H,L,R,C  ←,C:H,I:N,A:H  ←
CVE-2025-30785,AV:L,AC:H,PR:H,UI:N,C  ←,C:H,I:N,A:N
CVE-2025-30786,A:,AC:H,L,UI:N,C  →,C:H  →,I:N,A:H  ←
CVE-2025-30787,A:N,AC:H,L,Required,C:,C:H,I:H,A:L
CVE-2025-30788,A:N,AC:H,PR:H  ←,UI:N,C  →,C:H,I:N,A:H
CVE-2025-30789,A:,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:N,A:H
CVE-2025-30790,AV:N,AC:H,H  ←,UI:N,S:C,C:N,I:N,A:H  ←
CVE-2025-30791,A:N,AC:H,L  ←,UI:N,C  →,C:H  ←,I:N,A:H  ←
CVE-2025-30792,A:  because it describes an attack that requires no network interaction to exploit this vulnerability,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:N,A:N
CVE-2025-30793,AV:N,AC:L,L  ←,UI:N,C ,C:H,I:N,A:N
CVE-2025-30794,AV:N,AC:H,H  ← where H represents a High CVSS score for the PR metric.,R,C  ←,C:H,I:N,A:H
CVE-2025-30795,N,AC:H,L  ←,UI:N,S:C,C:L,I:N,A:H
CVE-2025-30796,A:N  ←,AC:H,PR:H  ←,R,S:C,C:H  ←,I:N,A:H  ←
CVE-2025-30797,A:,AC:H,PR:H  ←,UI:N  ←,S:C,C:L,I:L,A:L
CVE-2025-30798,A:,AC:H,PR:H  ←,R  ←,C ,C:H  ←,I:H →,A:H
CVE-2025-30799,A:N,AC:H,L  ←,UI:N,C ,C:H,I:N,A:H  →
CVE-2025-30800,A:,AC:H,PR:H  ←,UI:N,C ,C:H,I:H  ←,A:H  ←
CVE-2025-30801,A:N,AC:L,H  ←,UI:N,C:,C:H,I:H,A:N
CVE-2025-30802,AV:N,AC:L,PR:H →,UI:N,C  →,C:N,I:N,A:L  ←
CVE-2025-30803,AV:N,AC:H,H  ←,R,C  ←,C:H,I:L,A:H
CVE-2025-30804,A:,AC:H,PR:H,UI:N,S:C,C:L,I:N,A:H
CVE-2025-30805,A:,AC:H,L,R,C  →,C:H,I:L,A:H
CVE-2025-30806,A:N  →,AC:H,L  ←,UI:N,C  →,C:H,I:N,A:H
CVE-2025-30807,A:,AC:H,L  ←,Required (R),S:C,C:L,I:N,A:H ←
CVE-2025-30808,A:N,AC:H,L,UI:N,C  ←,C:H  ←,I:N,A:L
CVE-2025-30809,AV:N,AC:H,PR:N,UI:N,S:C,C:L,I:L,A:L
CVE-2025-30810,N  ←,AC:H,H  ←,R,C  →,C:H  ←,I:N,A:H  ←
CVE-2025-30811,A:N,AC:H,H  ←,UI:N,C: ↑ 5,C:N,I:N,A:H
CVE-2025-30812,A:,AC:H,H  ←,UI:N,S:C,C:H,I:H  ←,A:H  ←
CVE-2025-30813,AV:N,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:N  →,A:H  ←
CVE-2025-30814,AV:N,AC:H,H  ←,N,C,C:N,I:N,A:N
CVE-2025-30815,AV:N,AC:H,PR:H  ← where H is a valid option key for the CVSS PR metric.,UI:N,C  ←,C:N,I:N,A:H
CVE-2025-30816,N,AC:H,PR:L  ←,UI:N,C  ←,C:N,I:N,A:H  ←
CVE-2025-30817,AV:N,AC:H,L,UI:N,C  ←,C:H,I:N,A:H  ←
CVE-2025-30818,AV:N,AC:H,H  ←,UI:N,C  →,C:H  ←,I:L,A:L
CVE-2025-30819,N,AC:H,H  ←,UI:N,C  →,C:N,I:N,A:H  ←
CVE-2025-3082,A:,AC:L,H  ←,UI: None,S:U,C:N,I:N,A:L  ←
CVE-2025-30820,A:,AC:H,PR:H  ←,UI:N,C:,C:N,I:N,A:H
CVE-2025-30821,A:N  →,AC:H,H  ←,UI:N,S:C,C:H,I:N,A:H  ←
CVE-2025-30822,AV:N,AC:H,L,UI:N,C  ←,C:N,I:N,A:L
CVE-2025-30823,AV:N,AC:H,PR:H,UI:N,S: C,C:L,I:N,A:L  ←
CVE-2025-30824,AV:N,AC:H,PR:H  ←,UI:N,C  ←,C:L,I:L,A:H
CVE-2025-30825,AV:N,AC:H,H  ←,R,C  ←,C:H,I:N,A:H
CVE-2025-30826,A:,AC:H,PR:H  ←,R,C  →,C:H,I:N,A:L
CVE-2025-30827,N,AC:H,PR:H ←,UI:N,C  ←,C:H,I:N,A:H ←
CVE-2025-30828,AV:N,AC:H,L,UI:N,S:C,C:L,I:N,A:H  ←
CVE-2025-30829,Local (L),AC:H,H  ←,UI:N,S:C,C:H,I:H,A:H
CVE-2025-3083,AV:N,AC:H,PR:N  ←,UI:N,C  ←,C:N,I:N,A:L
CVE-2025-30830,AV:N,AC:H,PR:L  ←,UI:N,S:C,C:L,I:N,A:H
CVE-2025-30831,A:,AC:L,H  ←,R,C  ←,C:N,I:N,A:H  ←
CVE-2025-30832,A:N,AC:H,PR:H  ←,R,S:C,C:H,I:H  →,A:H  ←
CVE-2025-30833,A:N,AC:H,L,UI:N,C  ←,C:N,I:N,A:H  ←
CVE-2025-30834,AV:N,AC:H,L,UI:N,C  →,C:N,I:N,A:N
CVE-2025-30835,AV:L,AC:L,H  ←,UI:N,C,C:L,I:N,A:L  ←
CVE-2025-30836,A:,AC:H,L  ←,UI:N,C  ←,C:H,I:N,A:H
CVE-2025-30837,"A:N

(Note: Given the description, it's clear that this vulnerability involves a Reflected XSS attack on a network service. Therefore, I've assigned an 'N' for Network as the AV component.)",AC:H,H  ←,UI:N,C:,C:H  ←,I:L,A:H  ←
CVE-2025-30838,A:,AC:H,H  ←,R,C:,C:H  ←,I:N,A:L
CVE-2025-30839,A:N,AC:H,PR:H →,R,C  ←,C:H,I:N  →,A:L
CVE-2025-3084,"Based on the description, I would predict the AV component as follows:

AV:N",AC:L,PR:N  ←,UI: R,C  ←,C:L,I:N,A:H  ←
CVE-2025-30840,AV:N,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:N,A:L  ←
CVE-2025-30841,AV:N,AC:H,L  ←,UI:N,C  →,C:H  ←,I:H,A:N
CVE-2025-30842,A:N,AC:H,H  ←,R,C  ←,C:H,I:N,A:H
CVE-2025-30843,A:,AC:H,H  ←,R,C,C:L,I:N,A:H
CVE-2025-30844,N  ←,AC:H,L  ←,UI:N,C:,C:H,I:N,A:H  ←
CVE-2025-30845,AV:N,AC:H,H  ←,UI:N,C  →,C:N,I:N,A:H
CVE-2025-30846,L,AC:L,H  ←,UI:N,C,C:H,I:N,A:N
CVE-2025-30847,A:,AC:H,PR:H  ←,R,S:C,C:H,I:N,A:H  ←
CVE-2025-30848,A:N,AC:H,L  ←,UI:N  ←,C,C:L,I:N,A:H  ←
CVE-2025-30849,AV:L,AC:L,L  ←,UI:N,C,C:N,I:N,A:N
CVE-2025-3085,Adjacent (A),AC:H,PR:H  ←,UI:R,C:,C:H,I:H,A:H
CVE-2025-30850,A:,AC:H,L  ←,UI:N,S:C,C:H,I:N,A:N
CVE-2025-30851,AV:N,AC:H,PR:H  ←,UI:N,C:,C:H,I:N,A:H  ←
CVE-2025-30852,A:,AC:H,H  ←,R,C  →,C:H,I:N,A:H  ←
CVE-2025-30853,AV:N,AC:H,H  ←,R,C  ←,C:H,I:N,A:H
CVE-2025-30854,A:,AC:H,PR:H ←,Required (R),S:C  →,C:H,I:N,A:H  ←
CVE-2025-30855,AV:N,AC:H,PR:N  ←,R,C:,C:N,I:N ,A:H  ←
CVE-2025-30856,A:N,AC:H,L,UI:N,C  ←,C:N,I:N,A:N
CVE-2025-30857,A:,AC:H,H  ←,UI:N,C:,C:N,I:N,A:H  ←
CVE-2025-30858,A:N  →,AC:H,H  ← where H is a possible value for the CVSS PR metric,R,C  →,C:H,I:L,A:N
CVE-2025-30859,AV:N,AC:H,H  ←,UI:N,C ←,C:L  ←,I:N,A:N  ←
CVE-2025-30860,A:,AC:H,H,R,C ,C:H  ←,I:N,A:L
CVE-2025-30861,AV:N,AC:H,L  ←,UI:N,C ,C:N,I:N,A:N
CVE-2025-30862,A:N,AC:H,PR:H  ←,UI:N,C: →,C:N,I:N,A:L
CVE-2025-30863,A:N,AC:H,H  ←,UI:N,C  →,C:H,I:L,A:H  ←
CVE-2025-30864,AV:N,AC:L,PR:H →,UI:N,S:C,C:L,I:N,A:H  ←
CVE-2025-30865,A:,AC:H,L  ←,UI:N,C:,C:H,I:N,A:H  ←
CVE-2025-30866,AV:N,AC:H,L  ←,UI:N,C ,C:N,I:N  →,A:L
CVE-2025-30867,A:N,AC:H,H,UI:N,C  ←,C:N,I:H,A:L
CVE-2025-30868,AV:L,AC:L,L,UI:N,C:,C:N,I:N,A:N
CVE-2025-30869,AV:N,AC:H,PR:H →,UI:R,S:Changed,C:N,I:N,A:L
CVE-2025-30870,AV:N,AC:H,L,Required (R),C  →,C:L,I:N,A:H
CVE-2025-30871,AV:N,AC:H,H  ←,UI:N,C  ←,C:N,I:N,A:L
CVE-2025-30872,AV:N,AC:H,L  ←,UI:N,C:,C:N,I:N,A:H
CVE-2025-30873,A:N,AC:H,L,R,C:,C:H,I:N,A:H  ←
CVE-2025-30874,AV:N,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:N ,A:H  ←
CVE-2025-30876,A:N,AC:H,H  ←,UI:N,C  ←,C:H  ←,I:N  ←,A:H  ←
CVE-2025-30877,AV:N,AC:H,L  ←,UI:N,C  ←,C:L,I:N,A:H
CVE-2025-30878,AV:N,AC:H,H  ←,UI:N,C  ←,C:H,I:N,A:H  ←
CVE-2025-30879,A:,AC:H,L  ←,R,C  →,C:H,I:N,A:N
CVE-2025-30880,AV:N,AC:H,L  ←,UI:N,S:C,C:L,I:L  ←,A:H
CVE-2025-30881,AV:N,AC:H,PR:L,UI:N,C:,C:N  ←,I:N,A:H
CVE-2025-30882,A:,AC:H,L,N,C ,C:H,I:N,A:L
CVE-2025-30883,AV:N,AC:H,L  ←,UI:N,C  ←,C:L,I:N,A:H  ←
CVE-2025-30884,AV:N,AC:L,L  ←,UI:R,C  ←,C:N,I:N,A:H  ←
CVE-2025-30885,N,AC:H,PR:H  ←,UI:N,C,C:N,I:N,A:N
CVE-2025-30886,N,AC:H,L,R,C:,C:L  ←,I:N,A:L
CVE-2025-30887,AV:N,AC:H,H  ←,UI:R,C  →,C:L,I:L  →,A:H  ←
CVE-2025-30888,A:N,AC:L,PR:H →,UI:N,C  ←,C:N,I:N,A:N
CVE-2025-30889,AV:N,AC:H,H  ←,UI:N,C  ←,C:H,I:N,A:H
CVE-2025-30890,A:,AC:L,H  ←,R,C,C:H,I:N,A:H  ←
CVE-2025-30891,A:N,AC:H,H  ←,UI:N,C  ←,C:H,I:N  →,A:H  ←
CVE-2025-30892,A:N,AC:H,PR:H  ←,UI:N,C  ←,C:L,I:N,A:H  ←
CVE-2025-30893,A:,AC:H,L  ←,UI:N,C  →,C:N,I:N,A:L
CVE-2025-30894,AV:N,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:N,A:H  ←
CVE-2025-30895,A:,AC:H,L  ←,UI:R,C  ←,C:H,I:H,A:N
CVE-2025-30896,AV:N,AC:H,H  ←,UI:N,S:C,C:H,I:H  ←,A:H  ←
CVE-2025-30897,AV:N,AC:H,L  ←,UI:N,S:C,C:H  ←,I:N,A:H
CVE-2025-30898,"A: 

Let me know if you have any other questions!",AC:H,PR:H ←,UI:R,S:U,C:N  ←,I:N,A:N
CVE-2025-30899,A:N,AC:H,L →,UI:N,C  ←,C:H,I:N,A:H  ←
CVE-2025-30900,AV:N,AC:H,L  ←,UI:None,S:C,C:L,I:N,A:H  ←
CVE-2025-30901,A:,AC:L,H  ←,UI:N,C ,C:N,I:N,A:H
CVE-2025-30902,A:,AC:H,L  ←,R,S:C,C:H,I:N  →,A:H ←
CVE-2025-30903,A:N,AC:H,PR:H  ←,R,C:,C:H,I:N,A:H  ←
CVE-2025-30904,A:,AC:H,PR:H  ←,R,C  →,C:H,I:L,A:H  ←
CVE-2025-30905,A:N,AC:H,PR:H  ←,UI:N,C  ←,C:H,I:H,A:L
CVE-2025-30906,A:,AC:H,"H → 

Please note that this classification is based on general guidelines and may vary depending on the specific details of the vulnerability.",UI:N,S:C,C:H,I:N,A:H
CVE-2025-30907,A:,AC:H,H  ←,UI:N,C  →,C:H  ←,I:H,A:H  ←
CVE-2025-30908,A:,AC:H,PR:H  ←,UI:N,C  ←,C:L,I:N,A:L
CVE-2025-30909,AV:N,AC:H,H  ←,UI:N,S:C,C:N,I:N,A:L
CVE-2025-30910,"Based on the provided CVE description, I would predict the AV metric as:

AV:N",AC:H,H  ←,R,C: →,C:H,I:L,A:H  ←
CVE-2025-30911,A:,AC:H,L  ←,UI:N,C:,C:H,I:N,A:H  ←
CVE-2025-30912,AV:N,AC:H,PR:N,R,C ,C:H,I:N,A:H
CVE-2025-30913,A:,AC:H,H  ←,UI:N,C  →,C:H,I:N,A:L  ←
CVE-2025-30914,A:N,AC:H,PR:H  ←,UI:N,C:,C:H,I:L,A:L  ←
CVE-2025-30915,AV:N,AC:H,L  ←,UI:N,S:C,C:L,I:N,A:L
CVE-2025-30916,AV:N,AC:H,L,UI:N,C  →,C:N,I:N,A:L
CVE-2025-30917,A:N,AC:H,PR:H  ←,R,S:C,C:H,I:N,A:H  ←
CVE-2025-30918,A:,AC:H,L  ←,UI:N,S:C,C:L,I:L  ←,A:H  ←
CVE-2025-30919,A:N,AC:H,L,R,C  ←,C:N,I:N,A:H  ←
CVE-2025-30920,A:,AC:H,PR:H  ←,UI:N,C  →,C:H  →,I:N,A:H
CVE-2025-30921,AV:N,AC:H,H  ← where H is a valid key for High severity.,UI:N,C  →,C:L,I:N,A:L
